iter	Logloss
363	0.006856052905
364	0.006839273961
365	0.006829766189
366	0.006815327766
367	0.006799744646
368	0.006795439661
369	0.006771330078
370	0.006766727633
371	0.00676229267
372	0.006748594862
373	0.006737285376
374	0.006729802743
375	0.00671988375
376	0.00671536045
377	0.006704572591
378	0.006692135192
379	0.006681388345
380	0.006677624609
381	0.006666025684
382	0.006654139133
383	0.006633747805
384	0.006613143634
385	0.006604696937
386	0.006590227087
387	0.006582056791
388	0.006549105705
389	0.006512557407
390	0.006498821679
391	0.006485842521
392	0.006478817556
393	0.006472577994
394	0.006461443008
395	0.00645519512
396	0.006450535683
397	0.006437610131
398	0.006408135974
399	0.006383188272
400	0.006379002603
401	0.006346722363
402	0.006334508039
403	0.006322575388
404	0.006319036622
405	0.006312966683
406	0.00628212631
407	0.006259961266
408	0.006239935713
409	0.00621920627
410	0.006202251686
411	0.006180806891
412	0.006173469835
413	0.006159079624
414	0.006150687058
415	0.006150365076
416	0.00614248141
417	0.006138165161
418	0.006121804731
419	0.006103111873
420	0.006089796514
421	0.006079769911
422	0.006064854396
423	0.006044608716
424	0.006041031156
425	0.006016282363
426	0.006013332961
427	0.006005913244
428	0.005994541593
429	0.005988960709
430	0.005981363404
431	0.005981160063
432	0.005957137439
433	0.005948748273
434	0.005942176695
435	0.005933156142
436	0.005911544949
437	0.005896422763
438	0.005882970925
439	0.005880256716
440	0.005872458805
441	0.005861831936
442	0.005845850661
443	0.005843304671
444	0.005841971885
445	0.005841793597
446	0.005838835455
447	0.005825537515
448	0.005821970724
449	0.005818628857
450	0.005804841244
451	0.005795483522
452	0.005765905729
453	0.005757030785
454	0.005750498219
455	0.005743093111
456	0.005723356267
457	0.005717354192
458	0.005711324981
459	0.005701171414
460	0.005679734974
461	0.005665996763
462	0.005663599638
463	0.005656389891
464	0.005636039261
465	0.005629195937
466	0.005608155587
467	0.005605154812
468	0.00558675123
469	0.005575280394
470	0.005568880609
471	0.005562583827
472	0.005554914545
473	0.005542215987
474	0.005536567083
475	0.00552864665
476	0.005523096503
477	0.005512430216
478	0.005498217431
479	0.005492768505
480	0.005473897177
481	0.005463318851
482	0.005461444535
483	0.005451531564
484	0.00543559414
485	0.005426035467
486	0.005412040268
487	0.005400022669
488	0.005395682611
489	0.00538572943
490	0.005371825549
491	0.00536921184
492	0.005352193367
493	0.005346558566
494	0.005321343326
495	0.00530935159
496	0.005288974846
497	0.005272933566
498	0.005265474755
499	0.005240449137
500	0.005234870548
501	0.005223103839
502	0.005215313223
503	0.005204600251
504	0.005192664469
505	0.005178251072
506	0.005172107924
507	0.005144890521
508	0.005134348043
509	0.005122007432
510	0.005117672229
511	0.005113982532
512	0.005110810671
513	0.005097139469
514	0.005093694653
515	0.005087052762
516	0.005073542671
517	0.005071457188
518	0.005050587392
519	0.005028073029
520	0.005024531685
521	0.005022768091
522	0.005016375291
523	0.005006667928
524	0.005003268958
525	0.005002192103
526	0.004994571837
527	0.004991772452
528	0.004978759552
529	0.004973807382
530	0.00497171259
531	0.00496607413
532	0.00496142159
533	0.004944791361
534	0.004934026177
535	0.004925272787
536	0.004915832689
537	0.004911876794
538	0.004900102704
539	0.004893711477
540	0.004876076401
541	0.004860353825
542	0.004855427798
543	0.004839594228
544	0.004836456183
545	0.004832639537
546	0.004830049994
547	0.004828337921
548	0.004826526892
549	0.004820340482
550	0.004818508047
551	0.004808637948
552	0.004800468545
553	0.004790083051
554	0.004780580386
555	0.004766409636
556	0.004764708711
557	0.004759878217
558	0.004757586244
559	0.004754748711
560	0.004751857115
561	0.004747750838
562	0.004740735135
563	0.004730265367
564	0.004725441731
565	0.004719616363
566	0.004711637652
567	0.004709016554
568	0.004695341973
569	0.004689263069
570	0.00467735918
571	0.004668692751
572	0.004667174749
573	0.004654349237
574	0.004630388719
575	0.004623449133
576	0.00461419831
577	0.004608686886
578	0.004607318528
579	0.004595700521
580	0.004585236179
581	0.004573542536
582	0.004565570769
583	0.004535882137
584	0.004530181344
585	0.004526505911
586	0.004522919658
587	0.004514215755
588	0.00450883378
589	0.004504653559
590	0.004500852886
591	0.004495544726
592	0.004491257512
593	0.004491186491
594	0.004479505038
595	0.004472018014
596	0.004463950889
597	0.004459000544
598	0.004454994786
599	0.004451227139
600	0.004443457235
601	0.004436131531
602	0.004432210457
603	0.004430351409
604	0.004427895561
605	0.004420815785
606	0.004408841608
607	0.004404692541
608	0.004395268585
609	0.004386266854
610	0.004382716114
611	0.00435427699
612	0.004344304604
613	0.00433992434
614	0.004330172247
615	0.00432353412
616	0.004312853058
617	0.004304985803
618	0.004297376404
619	0.004295999929
620	0.004289740878
621	0.004287627488
622	0.00427873814
623	0.004270652072
624	0.004265245578
625	0.004256903798
626	0.004249678564
627	0.004246007682
628	0.004243597884
629	0.004241677985
630	0.004235369754
631	0.004235302086
632	0.004232650277
633	0.004218917092
634	0.004215846504
635	0.004212030124
636	0.004208607718
637	0.004208602739
638	0.004204630588
639	0.004200796665
640	0.004190173235
641	0.004186459408
642	0.004182960014
643	0.004174323676
644	0.004168409232
645	0.004159237444
646	0.004156201442
647	0.004148197877
648	0.004141177448
649	0.004131415751
650	0.004130691479
651	0.004122484401
652	0.0041196035
653	0.004108768531
654	0.004104769333
655	0.004099741846
656	0.004086567697
657	0.004082455864
658	0.004080739007
659	0.004076345495
660	0.004066005675
661	0.004062682791
662	0.004054416585
663	0.00404708361
664	0.004021905403
665	0.004013485969
666	0.004006550616
667	0.004006496504
668	0.003997661482
669	0.003993672439
670	0.003989123276
671	0.003987813939
672	0.003986797704
673	0.00397740729
674	0.003971875674
675	0.003963832689
676	0.003957201901
677	0.003954315975
678	0.00394840077
679	0.003948399266
680	0.003944962934
681	0.003939101801
682	0.003931570068
683	0.003931475936
684	0.003919158785
685	0.003909810138
686	0.00390221361
687	0.00389793393
688	0.003891764173
689	0.003888066493
690	0.003877065072
691	0.003874215558
692	0.003872872209
693	0.003862755068
694	0.003858849403
695	0.003855978442
696	0.003854965416
697	0.003852524416
698	0.003848249148
699	0.00383877152
700	0.00383579357
701	0.003832337
702	0.003825637645
703	0.003819127895
704	0.003815840751
705	0.003814326344
706	0.003807328418
707	0.00380624015
708	0.003796275381
709	0.003793092539
710	0.003789062857
711	0.003786355942
712	0.003782676708
713	0.003774724284
714	0.003772151681
715	0.003768855493
716	0.003766590459
717	0.003763684338
718	0.003759585523
719	0.003752913364
720	0.003752855177
721	0.003749920351
722	0.003747017292
723	0.003745944174
724	0.003733176426
725	0.00373085699
726	0.003729517489
727	0.003726018662
728	0.003719704532
729	0.003711452115
730	0.003708898431
731	0.003703215256
732	0.003692274732
733	0.003687896408
734	0.003680825351
735	0.003677754834
736	0.003673089378
737	0.003662451051
738	0.00366045142
739	0.003656281713
740	0.003654271454
741	0.003639897985
742	0.003623640344
743	0.003619725588
744	0.003614254058
745	0.003610511339
746	0.003608466865
747	0.003602789218
748	0.003600246153
749	0.003598074219
750	0.003590056849
751	0.003580702595
752	0.003575797864
753	0.003574912153
754	0.003571006403
755	0.003569001305
756	0.003564881861
757	0.003553382181
758	0.003552689404
759	0.00354804574
760	0.00354230407
761	0.003536472325
762	0.003531444125
763	0.00352630306
764	0.003524647515
765	0.00351640166
766	0.003508752865
767	0.003505004095
768	0.003493907158
769	0.00349330163
770	0.003489862937
771	0.003489300882
772	0.003486303485
773	0.003479783408
774	0.003477408554
775	0.003468661046
776	0.003467529839
777	0.0034642547
778	0.003460461074
779	0.003457459085
780	0.003456648218
781	0.003452990805
782	0.003451587329
783	0.003448747733
784	0.003445854245
785	0.00343915054
786	0.003435301427
787	0.003424074848
788	0.003412396437
789	0.003409219457
790	0.003406907894
791	0.003401266006
792	0.003397115503
793	0.003396292297
794	0.003390680516
795	0.003386809868
796	0.003384235141
797	0.003379495348
798	0.003371662171
799	0.003370929544
800	0.003368257537
801	0.003367527701
802	0.003361435769
803	0.003359848656
804	0.003359161682
805	0.003354579089
806	0.003352413522
807	0.003348506456
808	0.003341164889
809	0.003335646141
810	0.003329245781
811	0.003328736095
812	0.003326992474
813	0.003319775216
814	0.003315344904
815	0.003313355483
816	0.003308663989
817	0.003305982466
818	0.003300518675
819	0.003297395547
820	0.003296939875
821	0.00329564021
822	0.003295576761
823	0.003294044082
824	0.003293251844
825	0.003288142555
826	0.003283398884
827	0.003280068389
828	0.003275971499
829	0.003274658042
830	0.003266551599
831	0.003265288414
832	0.003261120177
833	0.003254713792
834	0.0032503312
835	0.003245568674
836	0.003242090212
837	0.003240254517
838	0.003236894732
839	0.003227371442
840	0.00322355637
841	0.003221835977
842	0.003221795896
843	0.003219889411
844	0.003218047305
845	0.003215392241
846	0.003211333599
847	0.003208315332
848	0.003207704809
849	0.003192552319
850	0.003188572218
851	0.003184067641
852	0.003181365145
853	0.003180150537
854	0.003173644766
855	0.003172551218
856	0.003166715619
857	0.003165142677
858	0.003161417411
859	0.003154980119
860	0.003152565245
861	0.003142440432
862	0.003136105348
863	0.0031340787
864	0.003133364292
865	0.003130505549
866	0.003127395615
867	0.003122142847
868	0.003116822884
869	0.003115975283
870	0.003111777183
871	0.003107875409
872	0.003107877241
873	0.003103839668
874	0.003098849158
875	0.003086414534
876	0.003085640856
877	0.003083215205
878	0.003081042379
879	0.003080519878
880	0.00306612396
881	0.00306571082
882	0.003063502563
883	0.003059869111
884	0.003058419868
885	0.003054286583
886	0.003052182895
887	0.003051588272
888	0.003049068066
889	0.003044419049
890	0.003041843655
891	0.003039701292
892	0.003036440287
893	0.003032499372
894	0.003029783241
895	0.00302631619
896	0.003023048921
897	0.00301878625
898	0.003015801748
899	0.003012267845
900	0.003007795663
901	0.003003623011
902	0.00300069075
903	0.002998993994
904	0.002996411537
905	0.002993654387
906	0.002988777811
907	0.002986948404
908	0.002971847782
909	0.002971821082
910	0.002968352284
911	0.002962820873
912	0.002958767723
913	0.002956683386
914	0.002955177735
915	0.002950401149
916	0.002945784718
917	0.002939753381
918	0.002934203235
919	0.002930683582
920	0.002928403509
921	0.002926339986
922	0.002918585183
923	0.002915306254
924	0.002911917968
925	0.002909094772
926	0.00290617641
927	0.002904008348
928	0.00290128638
929	0.002896982182
930	0.002890035052
931	0.00288682718
932	0.002882843951
933	0.002872053021
934	0.002863405703
935	0.002861035484
936	0.00285913029
937	0.002856022743
938	0.002854409165
939	0.002852748708
940	0.002850100313
941	0.002847005446
942	0.002846598083
943	0.002842585401
944	0.00283812549
945	0.002836113248
946	0.002830728842
947	0.002826817737
948	0.002822564237
949	0.002808669733
950	0.002803786807
951	0.002800721196
952	0.002796977746
953	0.002793439719
954	0.002790582514
955	0.002789115316
956	0.002783772424
957	0.002780739188
958	0.002778345632
959	0.002774523829
960	0.002771173792
961	0.002768377605
962	0.002767987265
963	0.002764367435
964	0.002756460664
965	0.002753915128
966	0.002747409582
967	0.002743915326
968	0.002743552281
969	0.002739375193
970	0.002736305586
971	0.002725546396
972	0.002723705055
973	0.002719279395
974	0.002716402088
975	0.002710195652
976	0.002708476217
977	0.002706163713
978	0.002704629379
979	0.002704194229
980	0.002703681733
981	0.002698479591
982	0.002697279296
983	0.002695462404
984	0.002685699877
985	0.002684038783
986	0.002680442277
987	0.002678513342
988	0.002675062543
989	0.002669382019
990	0.002667257134
991	0.002663141432
992	0.002660070553
993	0.002656290551
994	0.002654592463
995	0.002648337775
996	0.002642701036
997	0.002639987792
998	0.002636238381
999	0.002634560874
